customer_id,name,email,phone,customer_type,created_at,is_active
CUST00156,Nisha Singh,customer00156@example.com,9000000156,regular,2025-12-18,True
CUST00157,Amit Singh,customer00157@example.com,9000000157,walk_in,2025-09-19,True
CUST00158,Kavya Singh,customer00158@example.com,9000000158,regular,2025-10-15,True
CUST00159,Aditya Singh,customer00159@example.com,9000000159,premium,2025-11-01,True
CUST00160,Pooja Singh,customer00160@example.com,9000000160,regular,2024-12-08,True
CUST00161,Vivek Singh,customer00161@example.com,9000000161,wholesale,2025-03-10,True
CUST00162,Ishita Singh,customer00162@example.com,9000000162,regular,2025-10-12,True
CUST00163,Manoj Singh,customer00163@example.com,9000000163,regular,2025-09-29,True
CUST00164,Neha Singh,customer00164@example.com,9000000164,wholesale,2025-07-28,True
CUST00165,Harish Singh,customer00165@example.com,9000000165,regular,2025-03-25,True
CUST00166,Swathi Singh,customer00166@example.com,9000000166,regular,2025-05-13,True
CUST00167,Naveen Singh,customer00167@example.com,9000000167,regular,2025-01-15,True
CUST00168,Asha Singh,customer00168@example.com,9000000168,wholesale,2025-08-16,True
CUST00169,Arun Gupta,customer00169@example.com,9000000169,regular,2025-06-29,True
CUST00170,Priya Gupta,customer00170@example.com,9000000170,regular,2025-03-09,True
CUST00171,Rahul Gupta,customer00171@example.com,9000000171,premium,2025-10-29,True
CUST00172,Sneha Gupta,customer00172@example.com,9000000172,regular,2025-10-20,True
CUST00173,Karthik Gupta,customer00173@example.com,9000000173,regular,2025-06-07,True
CUST00174,Divya Gupta,customer00174@example.com,9000000174,regular,2025-07-24,True
CUST00175,Vijay Gupta,customer00175@example.com,9000000175,wholesale,2025-04-06,True
CUST00176,Ananya Gupta,customer00176@example.com,9000000176,regular,2025-04-02,True
CUST00177,Rohan Gupta,customer00177@example.com,9000000177,walk_in,2025-07-26,True
CUST00178,Meera Gupta,customer00178@example.com,9000000178,regular,2025-02-04,True
CUST00179,Suresh Gupta,customer00179@example.com,9000000179,regular,2025-05-30,True
CUST00180,Nisha Gupta,customer00180@example.com,9000000180,regular,2025-01-15,True
CUST00181,Amit Gupta,customer00181@example.com,9000000181,regular,2025-02-16,True
CUST00182,Kavya Gupta,customer00182@example.com,9000000182,regular,2025-02-08,True
CUST00183,Aditya Gupta,customer00183@example.com,9000000183,regular,2025-06-23,True
CUST00184,Pooja Gupta,customer00184@example.com,9000000184,regular,2025-08-27,True
CUST00185,Vivek Gupta,customer00185@example.com,9000000185,regular,2025-12-25,True
CUST00186,Ishita Gupta,customer00186@example.com,9000000186,wholesale,2025-06-18,True
CUST00187,Manoj Gupta,customer00187@example.com,9000000187,wholesale,2025-07-01,True
CUST00188,Neha Gupta,customer00188@example.com,9000000188,regular,2024-12-18,True
CUST00189,Harish Gupta,customer00189@example.com,9000000189,regular,2025-03-01,True
CUST00190,Swathi Gupta,customer00190@example.com,9000000190,regular,2025-03-09,True
CUST00191,Naveen Gupta,customer00191@example.com,9000000191,regular,2025-03-22,True
CUST00192,Asha Gupta,customer00192@example.com,9000000192,regular,2024-12-20,True
CUST00193,Arun Verma,customer00193@example.com,9000000193,regular,2025-11-19,True
CUST00194,Priya Verma,customer00194@example.com,9000000194,wholesale,2025-01-10,True
CUST00195,Rahul Verma,customer00195@example.com,9000000195,regular,2025-05-10,True
CUST00196,Sneha Verma,customer00196@example.com,9000000196,regular,2025-12-02,True
CUST00197,Karthik Verma,customer00197@example.com,9000000197,wholesale,2025-10-14,True
CUST00198,Divya Verma,customer00198@example.com,9000000198,walk_in,2025-11-23,True
CUST00199,Vijay Verma,customer00199@example.com,9000000199,wholesale,2025-07-18,True
CUST00200,Ananya Verma,customer00200@example.com,9000000200,premium,2025-10-05,True
CUST00201,Rohan Verma,customer00201@example.com,9000000201,premium,2025-09-19,True
CUST00202,Meera Verma,customer00202@example.com,9000000202,regular,2025-01-23,True
CUST00203,Suresh Verma,customer00203@example.com,9000000203,regular,2025-12-18,True
CUST00204,Nisha Verma,customer00204@example.com,9000000204,regular,2025-11-05,True
CUST00205,Amit Verma,customer00205@example.com,9000000205,regular,2025-08-29,True
CUST00206,Kavya Verma,customer00206@example.com,9000000206,regular,2025-08-11,True
CUST00207,Aditya Verma,customer00207@example.com,9000000207,regular,2025-05-21,True
CUST00208,Pooja Verma,customer00208@example.com,9000000208,regular,2025-06-08,True
CUST00209,Vivek Verma,customer00209@example.com,9000000209,regular,2025-04-13,True
CUST00210,Ishita Verma,customer00210@example.com,9000000210,regular,2025-04-25,True
CUST00211,Manoj Verma,customer00211@example.com,9000000211,regular,2025-05-21,True
CUST00212,Neha Verma,customer00212@example.com,9000000212,premium,2025-04-30,True
CUST00213,Harish Verma,customer00213@example.com,9000000213,regular,2025-10-10,True
CUST00214,Swathi Verma,customer00214@example.com,9000000214,walk_in,2025-12-11,True
CUST00215,Naveen Verma,customer00215@example.com,9000000215,regular,2025-10-02,True
CUST00216,Asha Verma,customer00216@example.com,9000000216,regular,2025-04-10,True
CUST00217,Arun Rao,customer00217@example.com,9000000217,wholesale,2025-06-12,True
CUST00218,Priya Rao,customer00218@example.com,9000000218,wholesale,2025-08-16,True
CUST00219,Rahul Rao,customer00219@example.com,9000000219,regular,2025-09-30,True
CUST00220,Sneha Rao,customer00220@example.com,9000000220,regular,2025-08-08,True
CUST00221,Karthik Rao,customer00221@example.com,9000000221,premium,2024-12-14,True
CUST00222,Divya Rao,customer00222@example.com,9000000222,premium,2025-02-19,True
CUST00223,Vijay Rao,customer00223@example.com,9000000223,wholesale,2025-11-29,True
CUST00224,Ananya Rao,customer00224@example.com,9000000224,regular,2025-01-22,True
CUST00225,Rohan Rao,customer00225@example.com,9000000225,regular,2025-08-04,True
CUST00226,Meera Rao,customer00226@example.com,9000000226,regular,2025-09-14,True
CUST00227,Suresh Rao,customer00227@example.com,9000000227,walk_in,2025-09-13,True
CUST00228,Nisha Rao,customer00228@example.com,9000000228,walk_in,2025-01-24,True
CUST00229,Amit Rao,customer00229@example.com,9000000229,wholesale,2025-05-11,True
CUST00230,Kavya Rao,customer00230@example.com,9000000230,premium,2025-07-24,True
CUST00231,Aditya Rao,customer00231@example.com,9000000231,premium,2025-12-04,True
CUST00232,Pooja Rao,customer00232@example.com,9000000232,regular,2025-12-10,True
CUST00233,Vivek Rao,customer00233@example.com,9000000233,regular,2024-12-20,True
CUST00234,Ishita Rao,customer00234@example.com,9000000234,regular,2025-01-07,True
CUST00235,Manoj Rao,customer00235@example.com,9000000235,regular,2025-01-21,True
CUST00236,Neha Rao,customer00236@example.com,9000000236,regular,2025-07-12,True
CUST00237,Harish Rao,customer00237@example.com,9000000237,regular,2025-08-26,True
CUST00238,Swathi Rao,customer00238@example.com,9000000238,premium,2025-06-25,True
CUST00239,Naveen Rao,customer00239@example.com,9000000239,premium,2025-06-24,True
CUST00240,Asha Rao,customer00240@example.com,9000000240,regular,2025-06-13,True
CUST00241,Arun Das,customer00241@example.com,9000000241,walk_in,2025-10-31,True
CUST00242,Priya Das,customer00242@example.com,9000000242,regular,2025-01-17,True
CUST00243,Rahul Das,customer00243@example.com,9000000243,regular,2025-06-12,True
CUST00244,Sneha Das,customer00244@example.com,9000000244,regular,2025-08-18,True
CUST00245,Karthik Das,customer00245@example.com,9000000245,premium,2025-02-21,True
CUST00246,Divya Das,customer00246@example.com,9000000246,regular,2025-08-23,True
CUST00247,Vijay Das,customer00247@example.com,9000000247,walk_in,2025-10-20,True
CUST00248,Ananya Das,customer00248@example.com,9000000248,regular,2025-09-28,True
CUST00249,Rohan Das,customer00249@example.com,9000000249,regular,2025-06-29,True
CUST00250,Meera Das,customer00250@example.com,9000000250,regular,2025-04-04,True
CUST00251,Suresh Das,customer00251@example.com,9000000251,regular,2025-01-04,True
CUST00252,Nisha Das,customer00252@example.com,9000000252,regular,2025-12-06,True
CUST00253,Amit Das,customer00253@example.com,9000000253,regular,2025-01-20,True
CUST00254,Kavya Das,customer00254@example.com,9000000254,regular,2025-09-15,True
CUST00255,Aditya Das,customer00255@example.com,9000000255,walk_in,2025-04-22,True
CUST00256,Pooja Das,customer00256@example.com,9000000256,regular,2025-10-05,True
CUST00257,Vivek Das,customer00257@example.com,9000000257,regular,2025-08-16,True
CUST00258,Ishita Das,customer00258@example.com,9000000258,premium,2025-12-26,True
CUST00259,Manoj Das,customer00259@example.com,9000000259,walk_in,2025-05-17,True
CUST00260,Neha Das,customer00260@example.com,9000000260,wholesale,2025-01-16,True
CUST00261,Harish Das,customer00261@example.com,9000000261,premium,2025-01-18,True
CUST00262,Swathi Das,customer00262@example.com,9000000262,regular,2025-01-18,True
CUST00263,Naveen Das,customer00263@example.com,9000000263,premium,2025-07-04,True
CUST00264,Asha Das,customer00264@example.com,9000000264,regular,2024-12-05,True
CUST00265,Arun Mehta,customer00265@example.com,9000000265,wholesale,2025-05-20,True
CUST00266,Priya Mehta,customer00266@example.com,9000000266,regular,2025-03-27,True
CUST00267,Rahul Mehta,customer00267@example.com,9000000267,regular,2024-12-05,True
CUST00268,Sneha Mehta,customer00268@example.com,9000000268,walk_in,2025-03-30,True
CUST00269,Karthik Mehta,customer00269@example.com,9000000269,premium,2025-07-04,True
CUST00270,Divya Mehta,customer00270@example.com,9000000270,walk_in,2025-01-13,True
CUST00271,Vijay Mehta,customer00271@example.com,9000000271,wholesale,2025-08-29,True
CUST00272,Ananya Mehta,customer00272@example.com,9000000272,wholesale,2025-03-23,True
CUST00273,Rohan Mehta,customer00273@example.com,9000000273,regular,2025-08-21,True
CUST00274,Meera Mehta,customer00274@example.com,9000000274,premium,2025-12-31,True
CUST00275,Suresh Mehta,customer00275@example.com,9000000275,premium,2025-08-04,True
CUST00276,Nisha Mehta,customer00276@example.com,9000000276,walk_in,2025-01-05,True
CUST00277,Amit Mehta,customer00277@example.com,9000000277,regular,2025-03-08,True
CUST00278,Kavya Mehta,customer00278@example.com,9000000278,regular,2025-03-06,True
CUST00279,Aditya Mehta,customer00279@example.com,9000000279,premium,2025-10-17,True
CUST00280,Pooja Mehta,customer00280@example.com,9000000280,walk_in,2025-02-17,True
CUST00281,Vivek Mehta,customer00281@example.com,9000000281,premium,2025-11-26,True
CUST00282,Ishita Mehta,customer00282@example.com,9000000282,regular,2024-12-15,True
CUST00283,Manoj Mehta,customer00283@example.com,9000000283,regular,2025-10-21,True
CUST00284,Neha Mehta,customer00284@example.com,9000000284,wholesale,2025-07-28,True
CUST00285,Harish Mehta,customer00285@example.com,9000000285,regular,2025-03-24,True
CUST00286,Swathi Mehta,customer00286@example.com,9000000286,regular,2025-11-02,True
CUST00287,Naveen Mehta,customer00287@example.com,9000000287,wholesale,2025-12-19,True
CUST00288,Asha Mehta,customer00288@example.com,9000000288,premium,2025-12-03,True
CUST00289,Arun Joshi,customer00289@example.com,9000000289,premium,2025-10-21,True
CUST00290,Priya Joshi,customer00290@example.com,9000000290,regular,2025-10-28,True
CUST00291,Rahul Joshi,customer00291@example.com,9000000291,regular,2025-01-15,True
CUST00292,Sneha Joshi,customer00292@example.com,9000000292,regular,2025-01-19,True
CUST00293,Karthik Joshi,customer00293@example.com,9000000293,premium,2025-07-06,True
CUST00294,Divya Joshi,customer00294@example.com,9000000294,wholesale,2025-08-07,True
CUST00295,Vijay Joshi,customer00295@example.com,9000000295,regular,2025-10-19,True
CUST00296,Ananya Joshi,customer00296@example.com,9000000296,regular,2025-09-17,True
CUST00297,Rohan Joshi,customer00297@example.com,9000000297,regular,2025-01-09,True
CUST00298,Meera Joshi,customer00298@example.com,9000000298,walk_in,2025-09-08,True
CUST00299,Suresh Joshi,customer00299@example.com,9000000299,regular,2025-06-20,True
CUST00300,Nisha Joshi,customer00300@example.com,9000000300,regular,2024-12-22,True
CUST00301,Amit Joshi,customer00301@example.com,9000000301,regular,2025-02-25,True
CUST00302,Kavya Joshi,customer00302@example.com,9000000302,premium,2025-11-16,True
CUST00303,Aditya Joshi,customer00303@example.com,9000000303,regular,2025-04-26,True
CUST00304,Pooja Joshi,customer00304@example.com,9000000304,regular,2025-01-06,True
CUST00305,Vivek Joshi,customer00305@example.com,9000000305,walk_in,2025-07-23,True
CUST00306,Ishita Joshi,customer00306@example.com,9000000306,premium,2025-05-31,True
CUST00307,Manoj Joshi,customer00307@example.com,9000000307,premium,2025-11-11,True
CUST00308,Neha Joshi,customer00308@example.com,9000000308,regular,2025-07-15,True
CUST00309,Harish Joshi,customer00309@example.com,9000000309,walk_in,2025-07-03,True
CUST00310,Swathi Joshi,customer00310@example.com,9000000310,regular,2025-03-30,True
CUST00311,Naveen Joshi,customer00311@example.com,9000000311,premium,2025-03-12,True
CUST00312,Asha Joshi,customer00312@example.com,9000000312,walk_in,2025-08-15,True
CUST00313,Arun Pillai,customer00313@example.com,9000000313,regular,2025-06-01,True
CUST00314,Priya Pillai,customer00314@example.com,9000000314,regular,2025-06-20,True
CUST00315,Rahul Pillai,customer00315@example.com,9000000315,regular,2025-01-21,True
CUST00316,Sneha Pillai,customer00316@example.com,9000000316,regular,2025-01-17,True
CUST00317,Karthik Pillai,customer00317@example.com,9000000317,regular,2025-01-06,True
CUST00318,Divya Pillai,customer00318@example.com,9000000318,regular,2025-03-31,True
CUST00319,Vijay Pillai,customer00319@example.com,9000000319,regular,2025-05-08,True
CUST00320,Ananya Pillai,customer00320@example.com,9000000320,regular,2025-08-09,True
CUST00321,Rohan Pillai,customer00321@example.com,9000000321,regular,2025-10-29,True
CUST00322,Meera Pillai,customer00322@example.com,9000000322,regular,2025-02-25,True
CUST00323,Suresh Pillai,customer00323@example.com,9000000323,regular,2025-11-30,True
CUST00324,Nisha Pillai,customer00324@example.com,9000000324,regular,2024-12-15,True
CUST00325,Amit Pillai,customer00325@example.com,9000000325,regular,2025-01-28,True
CUST00326,Kavya Pillai,customer00326@example.com,9000000326,regular,2025-02-28,True
CUST00327,Aditya Pillai,customer00327@example.com,9000000327,regular,2025-07-22,True
CUST00328,Pooja Pillai,customer00328@example.com,9000000328,premium,2025-09-04,True
CUST00329,Vivek Pillai,customer00329@example.com,9000000329,premium,2025-08-02,True
CUST00330,Ishita Pillai,customer00330@example.com,9000000330,premium,2025-04-05,True
CUST00331,Manoj Pillai,customer00331@example.com,9000000331,regular,2025-02-17,True
CUST00332,Neha Pillai,customer00332@example.com,9000000332,premium,2025-05-20,True
CUST00333,Harish Pillai,customer00333@example.com,9000000333,regular,2025-12-16,True
CUST00334,Swathi Pillai,customer00334@example.com,9000000334,premium,2025-06-22,True
CUST00335,Naveen Pillai,customer00335@example.com,9000000335,walk_in,2025-01-20,True
CUST00336,Asha Pillai,customer00336@example.com,9000000336,regular,2025-11-30,True
CUST00337,Arun Menon,customer00337@example.com,9000000337,regular,2025-03-17,True
CUST00338,Priya Menon,customer00338@example.com,9000000338,regular,2025-10-13,True
CUST00339,Rahul Menon,customer00339@example.com,9000000339,wholesale,2025-05-02,True
CUST00340,Sneha Menon,customer00340@example.com,9000000340,regular,2025-06-14,True
CUST00341,Karthik Menon,customer00341@example.com,9000000341,regular,2025-11-09,True
CUST00342,Divya Menon,customer00342@example.com,9000000342,regular,2025-10-30,True
CUST00343,Vijay Menon,customer00343@example.com,9000000343,regular,2025-07-12,True
CUST00344,Ananya Menon,customer00344@example.com,9000000344,regular,2025-04-12,True
